视频保存失败，请重试,"Failed to save video, try again",No se pudo guardar el video. Vuelve a intentarlo.,"वीडियो सहेजना विफल, पुनः प्रयास करें",動画を送信できませんでした。再度お試しください。,"동영상 저장 안됨, 다시 저장해 주세요.",Foto dinâmica,Динамическое фото,ไม่สามารถบันทึกวิดีโอ ลองอีกครั้ง,"Lưu video thất bại, thử lại",视频保存失败，请重试,視頻保存失敗，請重試
画质,Quality,Calidad,गुणवत्ता,品質,품질,Qualidade,Качество,คุณภาพ,Đồ họa,画质,畫質
请拖动图片，裁剪为正方形,Drag image and crop into a square,Arrastra la imagen y recorta en un cuadrado,छवि खींचें और वर्ग में क्रॉप करें,画像をドラッグして四角形にトリミングをします。,이미지를 드래그해 네모안에 붙여넣으세요.,Arraste a imagem e recorte no quadrado,Перетащите изображение и обрежьте в форме квадрата,ลากภาพและครอบภาพลงในสี่เหลี่ยม,Kéo và cắt thành ảnh vuông,请拖动图片，裁剪为正方形,請拖動圖片，裁剪為正方形
视频已保存到相册,Video saved to album,Video guardado en el álbum,वीडियो एल्बम में सहेजा गया,動画をアルバムに保存しました。,동영상 앨범 저장 완료,Vídeo salvo no álbum,"Видео, сохраненные в альбом",วิดีโอบันทึกไว้ในอัลบั้มแล้ว,Video đã lưu vào album,视频已保存到相册,視頻已保存到相冊
动态照片,Dynamic photo,Foto dinámica,गतिशील फ़ोटो,ダイナミック写真,움짤 사진,Foto dinâmica,Динамическое фото,ภาพแบบไดนามิก,Ảnh động,动态照片,動態照片
照片动画,Photo animation,Animación de fotos,फ़ोटो एनिमेशन,フォト・アニメーション,사진 애니메이션,Animação da foto,Фото-анимация,ภาพเคลื่อนไหว,Photomovie,照片动画,照片動畫
相机新玩法，让你的照片动起来,"A new camera play style, bring your photos to life!","Un nuevo estilo de cámara, ¡da vida a tus fotos!","नई कैमरा प्ले शैली, अपनी फ़ोटो जीवंत बनाएँ!",カメラの新しいプレースタイル。写真を生き生きと!,"새로운 카메라 플레이 스타일로 
사진을 현실감있게!","Um novo estilo de usar a câmera, traga suas fotos à vida!",Новый стиль игры с камерой. Оживите ваши фотографии!,กล้องใหม่ที่มีสไตล์ ทำให้ภาพถ่ายของคุณมีชีวิต!,Chế độ làm bức ảnh chuyển động,相机新玩法，让你的照片动起来,相機新玩法，讓妳的照片動起來
先添加内容才能生成视频哦,Add content to create videos,Añade contenido para crear vídeos,वीडियो बनाने के लिए सामग्री जोड़ें,コンテンツを加えて動画をつくる,컨텐트 추가해 동영상 제작하기,Adicione conteúdo para criar vídeos,Добавьте содержимое для создания видео,เพิ่มเนื้อหาในการสร้างวิดีโอ,Thêm nội dung mới phát được video,先添加内容才能生成视频哦,先添加內容才能生成視頻哦
让你的照片动起来,Bring your photos to life,Da vida a tus fotos,अपनी फ़ोटो जीवंत बनाएँ,写真を生き生きと,사진을 생동감있게 만드세요.,Traga suas fotos à vida,Оживите ваши фотографии!,ทำให้ภาพถ่ายของคุณมีชีวิต,Làm ảnh của bạn chuyển động,让你的照片动起来,讓妳的照片動起來
我用 Camera360 拍摄了%@，快来围观！,"I used Camera360 to shoot %@, come spectate!","He usado Camera360 para fotografiar %@, ¡ven a verlo!","मैंने %@ शूट करने के लिए Camera360 का इस्तेमाल किया है, आओ और देखो!",Camera360 でこの %@ を撮ってみました。ぜひご覧ください！,"카메라360으로 %@를 
찍었어요. 와서 구경하세요!","Eu usei a Camera360 para fotografar %@, venha ver!","Я использую Camera360, чтобы снимать %@, взгляните!",ฉันใช้ Camera360 ในการถ่ายภาพ %@ มาชมกัน!,"Tôi dùng Camera360 chụp %@, mau tới xem!",我用 Camera360 拍摄了%@，快来围观！,我用 Camera360 拍攝了%@，快來圍觀！
一张照片,a photo,una fotografía,फ़ोटो,写真,사진,uma foto,фото,รูปภาพ,1 bức ảnh,一张照片,壹張照片
一段短视频,a short video,un video corto,लघु वीडियो,ショート動画,짧은 동영상,um vídeo curto,короткое видео,วิดีโอสั้น,1 đoạn video,一段短视频,壹段短視頻
Camera360，让世界看见我,"Camera360, let the world see me","Camera360, deja que el mundo me vea","Camera360, दुनिया मुझे देखे",Camera360、世界中の人々に自分のことを見てもらいましょう。,"카메라360만 있으면 세계가 
나를 주목합니다.","Camera360, deixe o mundo me ver","Camera360, пусть мир меня увидит",Camera360 ให้โลกมองเห็นฉัน,"Camera360, cho cả thế giới thấy tôi",Camera360，让世界看见我,Camera360，讓世界看見我
试试新功能，让照片动起来,"Try our new function, bring your photos to life!","Prueba nuestra nueva función, ¡da vida a tus fotos!","हमारा नया फ़क्शन आज़माएँ, अपनी फ़ोटो जीवंत बनाएँ!",新機能をお試しください。写真を生き生きと！,"새로운 기능을 이용해 사진에 
생명을 불어넣으세요!","Experimente a nossa nova função, traga suas fotos à vida!","Испробуйте нашу новую функцию, оживите ваши фотографии!",ลองฟังก์ชั่นใหม่ของเรา ทำให้ภาพถ่ายของคุณมีชีวิต!,"Thử tính năng mới, ảnh chuyển động",试试新功能，让照片动起来,試試新功能，讓照片動起來
照片已保存到相册,Photo saved to album,Foto guardada en el álbum,फ़ोटो एल्बम में सहेजा गया,写真をアルバムに保存しました。,사진 앨범 저장 완료,Foto salva no álbum,"Фотографии, сохраненные в альбом",ภาพบันทึกไว้ในอัลบั้มแล้ว,Ảnh đã lưu vào album,照片已保存到相册,照片已保存到相冊
